iso3,year,gdp_pc,gdp_growth,trade_openness,resource_rents,urbanization,military_spending
MDA,1980,,,,,40.0239448547363,
MDA,1981,,,,,40.6003341674805,
MDA,1982,,,,,41.1695785522461,
MDA,1983,,,,,41.9426574707031,
MDA,1984,,,,,42.7582550048828,
MDA,1985,,,,,43.5146751403809,
MDA,1986,,,,,44.2833290100098,
MDA,1987,,,,,45.305362701416,
MDA,1988,,,,,46.434440612793,
MDA,1989,,,,,47.179615020752,
MDA,1990,3740.10149814887,,,,46.9786033630371,
MDA,1991,3137.8350172715,-16.0000002715149,,,46.9094772338867,
MDA,1992,2225.17356234959,-29.0999999176414,,,46.3824577331543,
MDA,1993,2202.16445303219,-1.1999999330268,,,46.0907783508301,0.530067157581448
MDA,1994,1526.42524496526,-30.9000002261447,,,45.865348815918,0.773794067290296
MDA,1995,1511.95831765054,-1.39999905491376,128.016386523173,0.296026513447815,45.7191925048828,0.925966651311053
MDA,1996,1425.9518091471,-5.87706028626823,129.237536040111,0.292635675217652,45.0867500305176,0.906693656299238
MDA,1997,1454.80861555923,1.64706456037401,127.560400247842,0.262545841972771,44.9134635925293,0.90277252095021
MDA,1998,1360.18161095544,-6.54219207711182,116.803124451539,0.22036155853904,40.7304458618164,0.624855228169175
MDA,1999,1316.43254916007,-3.36825447657218,117.527935193889,0.351298723227498,40.5269088745117,0.511299142949014
MDA,2000,1346.91567176561,2.10771608200733,126.163100130478,0.314995330975289,40.4185981750488,0.395141963645816
MDA,2001,1432.2768928234,6.10000039929173,124.500739599353,0.215340731521014,39.6744270324707,0.402592295464743
MDA,2002,1547.57421231612,7.79999965773833,129.839525501535,0.227964199126278,39.620719909668,0.419846605695363
MDA,2003,1654.36629303195,6.59999995777716,140.056529925052,0.260076624122249,39.5945358276367,0.416381264465176
MDA,2004,1781.19145323724,7.39999973358189,132.69906968032,0.211322275281976,39.4460945129395,0.360979036536125
MDA,2005,1919.44550763748,7.5000001493726,143.023568469138,0.194137366155948,39.3704032897949,0.400235101204801
MDA,2006,2017.17730062908,4.79999983670831,137.154763819994,0.297372393044233,39.2182388305664,0.48263447637712
MDA,2007,2082.51260097669,3.00000022585525,142.720539023021,0.199605642635997,39.4315032958984,0.516193541658915
MDA,2008,2249.22589719372,7.80000014541523,134.4216013477,0.22497712039963,39.3710708618164,0.6085356171256
MDA,2009,2116.94357544097,-6.00000026352828,110.363326850495,0.207982951961716,39.3255348205566,0.457886649076119
MDA,2010,2269.51116145996,7.10000010705836,87.9378518951573,0.13247898619691,39.2804946899414,0.262879174562087
MDA,2011,2402.94446306051,5.81816614684824,98.6175965326556,0.168687807572078,39.3469161987305,0.272949600366091
MDA,2012,2389.08666147529,-0.589733954762579,96.3064098336294,0.168529747001159,39.3614196777344,0.27407991661782
MDA,2013,2605.85029986142,9.0438656074181,95.6872968332383,0.282675631947635,39.4275512695312,0.281261545863777
MDA,2014,2737.80185056647,4.99962585407656,94.2282919690928,0.305194557556724,39.6298484802246,0.293185445408591
MDA,2015,2749.55137054338,-0.338235622387202,88.9664154565323,0.329718543865743,39.6954040527344,0.295624500989931
MDA,2016,2910.95486872376,4.64601436259409,89.0046837188671,0.268595627765572,39.7373237609863,0.344191282076352
MDA,2017,3085.33305844263,4.17561205106279,88.6233902754378,0.260534449680804,39.9736557006836,0.324532007174344
MDA,2018,3267.9961042872,4.07559546585034,87.4467874275648,0.262039473546905,40.3258094787598,0.332323743240549
MDA,2019,3438.67732670712,3.5523140853476,87.6322371148906,0.249756859922812,40.772289276123,0.362122379105516
MDA,2020,3188.91691602699,-8.27597831976949,79.265722119158,0.245939852669041,41.3368530273438,0.385463275729941
MDA,2021,3688.16729442144,13.9299997889786,88.4708865399267,0.235942049452034,41.8115425109863,0.370579924924369
MDA,2022,3611.95484733286,-4.6000000255323,112.117671579766,,42.4048843383789,0.360059008856848
MDA,2023,3760.7000642059,1.2000000493378,93.9946211488052,,43.0011825561523,0.570612660188445
MDA,2024,3851.51202518347,0.103059364371205,88.6661154286831,,43.516471862793,0.597780838491135
MDG,1970,836.540881714049,5.27645557543077,40.7459669717524,2.91882362138853,14.0900001525879,1.35124298315958
MDG,1971,844.493878879637,3.92936503078364,35.4703170085879,2.7569246514139,14.5363465495387,1.31657355679702
MDG,1972,809.524118883836,-1.27262153096891,32.5862074026513,2.01983258429753,15.0474684110561,1.4881933003844
